num,tutorial_batch,happy1,ID,time,major,Distance,direction,born,sports,aware,morning_drink,morning_drink2,breakfast,sleep,siblings,siblings_number,pets,beer,coffee,Pineapple_Pizza,Pinky,OS,hand,energy,shoes,phone,Apartment_Size,rooms,apps,countries,CB,Food_Money,Season,Drink_Coffee,height,bother,happy2
1,2023,8,edelz21,8.15,GESS,4.0,NW,300.0,10.0,energized,tea,other,yes,7,yes,3,15.0,4.0,3,Yes,4.0,Apple,16,9.0,4.0,11.0,40,3.0,6.0,15.0,yes,170.0,Fall,Other,173.0,6,8
2,2023,7,ludwi1,8.15,GESS,6.0,E,700.0,4.0,awake,coffee,coffee,yes,8,yes,2,0.0,1.0,2,Yes,6.0,Neither,20,7.0,5.0,15.6,85,3.0,,12.0,No,200.0,Summer,milk,182.0,8,7
3,2023,5,trift33,8.15,GESS,2.0,NW,30.0,2.0,tired,water,water,yes,8,yes,1,,1.0,2,No,3.0,Microsoft,15,8.0,4.0,13.0,70,2.0,15.0,22.0,No,200.0,Spring,milk,179.0,6,6
4,2023,6,grne40,8.15,GESS,2.5,SW,65.0,2.0,awake,water,water,yes,7,yes,1,0.0,2.0,2,do_not_mind,6.3,Both,16.5,6.0,10.0,15.0,100,2.0,30.0,15.0,yes,150.0,Summer,milk,174.0,3,6
5,2023,8,bergs89,8.15,GESS,2.5,N,150.0,3.5,awake,tea,other,yes,8,yes,2,2.0,5.0,5,do_not_mind,6.0,Microsoft,19.5,8.0,7.0,17.5,90,4.0,196.0,13.0,yes,180.0,Fall,milk,175.0,9,8
6,2023,5,alton3809,8.15,GESS,2.0,SE,891.0,5.0,awake,none,other,yes,7,yes,3,1.0,7.0,7,No,5.0,Both,15,6.0,15.0,9.0,75,1.0,17.0,20.0,yes,120.0,Summer,milk,173.0,9,5
7,2023,6,erlen7,8.15,GESS,1.0,SW,338.0,6.0,energized,tea,other,yes,7,yes,2,,2.0,3,No,5.0,Both,20,8.0,10.0,14.86,73,2.0,47.0,10.0,yes,150.0,Winter,milk,178.0,9,8
8,2023,7,amkre9,8.15,GESS,3.0,NW,742.0,1.0,awake,tea,other,yes,6,yes,1,3.0,2.0,2,do_not_mind,6.0,Microsoft,17,7.0,7.0,16.0,90,2.0,144.0,11.0,yes,60.0,Summer,sugar_milk,165.0,7,7
9,2023,5,billg15,8.15,GESS,72.0,NW,50.0,12.0,drowsy,tea,other,yes,8,no,0,2.0,3.0,4,do_not_mind,5.0,Apple,17,5.0,8.0,13.7,35,2.0,97.0,8.0,yes,110.0,Fall,milk,166.0,2,5
10,2023,4,schul26,8.15,GESS,2.0,NW,400.0,0.0,awake,coffee,coffee,no,6,yes,1,0.0,2.0,2,do_not_mind,6.5,Microsoft,18,7.0,6.0,18.0,80,1.0,10.0,12.0,No,250.0,Summer,black,183.0,1,4
11,2023,8,garte2,8.15,GESS,3.0,NW,282.0,11.0,awake,Latte_Machhiato,coffee,yes,8,yes,3,2.0,3.0,2,do_not_mind,4.0,Microsoft,20,9.0,7.0,15.6,110,6.0,100.0,9.0,yes,200.0,Summer,sugar_milk,185.0,6,8
12,2023,6,rhein34,8.15,GESS,2.0,S,639.0,2.0,awake,water,water,yes,7,no,0,3.0,4.0,4,No,6.8,Both,17.5,9.0,3.0,15.4,30,0.0,55.0,5.0,yes,160.0,Spring,Other,175.0,6,6
13,2023,9,feuer40,8.15,GESS,1.5,N,370.0,3.0,energized,Ginger_shot,other,yes,10,yes,3,1.0,4.0,4,do_not_mind,7.0,Both,24,10.0,8.0,18.0,60,1.0,70.0,17.0,yes,300.0,Fall,Other,170.0,7,9
14,2023,9,holst58,8.15,GESS,0.5,W,600.0,4.0,awake,Water,water,yes,8,yes,1,1.0,1.0,2,do_not_mind,8.0,Apple,21,9.0,6.0,19.0,110,5.0,103.0,14.0,yes,115.0,Summer,milk,175.0,2,9
15,2023,7,rueem9,8.15,GESS,2.3,S,818.0,1.0,tired,tea,other,yes,7,yes,1,4.0,6.0,2,do_not_mind,5.5,Microsoft,15.5,7.0,5.0,14.5,120,3.0,130.0,19.0,yes,80.0,Spring,Other,169.0,8,7
16,2023,5,fuent2,8.15,GESS,3.0,NW,8600.7,10.0,tired,Coffee,coffee,no,6,yes,4,5.0,4.0,4,No,5.5,Microsoft,20,4.0,10.0,11.0,77,3.0,93.0,3.0,yes,300.0,Spring,sugar_milk,167.0,4,6
17,2023,7,ortho8,8.15,GESS,3.0,N,123.0,3.0,awake,coffee,coffee,yes,8,no,0,3.0,2.0,2,do_not_mind,5.0,Microsoft,15,7.0,7.0,12.0,100,5.0,60.0,16.0,yes,150.0,Spring,milk,168.0,6,7
18,2023,6,garte27,8.15,GESS,3.1,NW,461.0,3.5,drowsy,coffee,coffee,yes,8,yes,1,5.0,3.0,3,No,5.0,Microsoft,14,8.0,6.0,12.0,15,1.0,15.0,6.0,No,100.0,Spring,milk,164.0,7,7
19,2023,8,haupt29,8.15,GESS,1.7,N,350.0,1.0,awake,coffee,coffee,yes,8,yes,6,2.0,1.0,1,do_not_mind,7.0,Microsoft,22,8.0,4.0,15.0,89,3.0,60.0,10.0,yes,200.0,Summer,black,190.0,6,8
20,2023,3,giova8,8.15,GESS,1.4,N,1373.7,2.0,awake,tea,other,yes,7,yes,1,3.0,4.0,4,No,6.0,Apple,14,6.0,3.0,12.0,60,4.0,20.0,3.0,No,80.0,Spring,milk,160.0,7,4
21,2023,6,tanne20,8.15,GESS,2.5,NE,437.0,5.0,tired,Flat_White,coffee,yes,7,yes,1,6.0,1.0,2,do_not_mind,6.4,Microsoft,21.3,6.0,7.0,16.5,90,4.0,162.0,8.0,yes,200.0,Spring,black,179.0,7,7
22,2023,8,lessi,8.15,GESS,2.0,S,300.0,3.0,awake,tea,other,no,8,yes,3,0.0,3.0,5,Yes,5.0,Microsoft,8,6.0,4.0,8.0,8,5.0,30.0,10.0,yes,200.0,Spring,black,172.0,10,10
23,2023,8,amfis74,8.15,GESS,0.8,W,57.0,0.0,drowsy,black_tea,black_tea,yes,8,yes,1,0.0,1.0,1,do_not_mind,6.0,Microsoft,18,7.0,8.0,16.0,50,1.0,8.0,8.0,No,80.0,Summer,milk,178.0,2,8
24,2023,7,schal107,8.15,GESS,2.0,S,250.0,1.0,drowsy,coffee,coffee,yes,6,yes,1,3.0,4.0,5,do_not_mind,9.0,Microsoft,18,10.0,3.0,21.0,90,4.0,45.0,18.0,yes,200.0,Summer,milk,180.0,5,6
25,2023,7,klaes25,8.15,GESS,2.3,NE,155.0,10.0,awake,coffee,coffee,yes,7,yes,1,4.0,3.0,2,Yes,6.0,Microsoft,15,7.0,9.0,15.0,100,2.0,84.0,,yes,150.0,Spring,black,173.0,6,7
26,2023,6,luise3,8.15,GESS,2.0,N,150.0,1.0,drowsy,Coffee,coffee,no,6,no,0,0.0,1.0,2,do_not_mind,6.0,Microsoft,19,8.0,3.0,16.0,100,5.0,28.0,9.0,yes,300.0,Summer,sugar_milk,186.0,3,2
27,2023,9,matte76c,12.15,UWI,3.0,SE,400.0,4.0,awake,water,water,yes,9,yes,1,1.0,2.0,2,No,7.0,Microsoft,19,8.0,6.0,11.0,99,4.0,20.0,12.0,yes,125.0,Spring,Other,171.0,8,5
28,2023,8,wilhe9,12.15,UWI,300.0,NE,350.0,5.0,awake,coffee,coffee,yes,8,yes,2,5.0,3.0,3,do_not_mind,6.0,Apple,15,7.0,3.0,10.0,20,5.0,42.0,15.0,yes,350.0,Spring,black,190.0,3,8
29,2023,4,steig9,12.15,UWI,2.0,S,217.0,10.0,awake,tea,other,yes,8,yes,2,3.0,3.0,3,Yes,5.0,Microsoft,20,7.0,10.0,16.0,450,8.0,,13.0,yes,275.0,Summer,milk,177.0,8,8
30,2023,7,yorck,12.15,UWI,0.5,NW,0.0,1.0,awake,smoothie,other,yes,7,yes,4,10.0,2.0,2,Yes,5.5,Apple,17,5.0,10.0,14.0,72,3.0,35.0,5.0,No,400.0,Spring,Other,171.0,9,6
31,2023,8,mittw14,12.15,UWI,3.0,NW,234.0,3.0,awake,juice,other,yes,8,yes,4,2.0,3.0,2,do_not_mind,5.5,Microsoft,18,6.0,4.0,10.0,44,1.0,13.0,4.0,yes,200.0,Summer,milk,180.0,9,8
32,2023,4,garte20,12.15,UWI,2.5,W,620.0,7.0,drowsy,Water,water,yes,5,yes,2,3.0,4.0,4,do_not_mind,8.0,Both,25,3.0,4.0,14.0,15,3.0,47.0,10.0,yes,200.0,Spring,black,190.0,2,4
33,2023,9,josep12,12.15,UWI,1.2,N,384.0,4.0,energized,water,water,yes,8,yes,1,0.0,2.0,2,Yes,5.5,Microsoft,18,7.0,6.0,16.0,90,4.0,55.0,4.0,yes,240.0,Summer,milk,174.0,3,8
34,2023,4,wolds7,12.15,UWI,0.5,N,60.0,3.0,tired,water,water,yes,7,yes,2,3.0,3.0,2,No,5.0,Apple,18,6.0,8.0,15.0,65,2.0,30.0,15.0,yes,200.0,Spring,sugar,176.0,6,6
35,2023,8,reino28,12.15,UWI,1.5,NW,711.1,2.0,awake,juice,other,yes,8,yes,2,1.0,1.0,1,No,5.6,Apple,16,7.0,5.0,12.0,80,3.0,,7.0,yes,90.0,Spring,Other,160.0,8,8
36,2023,6,luise,12.15,UWI,2.0,S,600.0,0.5,tired,coffee,coffee,yes,6,yes,2,4.0,1.0,2,do_not_mind,6.0,Both,14,6.0,5.0,15.0,40,4.0,10.0,5.0,No,150.0,Spring,milk,174.0,6,4
37,2023,7,laven43,12.15,GESS,3.0,N,148.0,3.0,awake,Coffee,coffee,no,8,yes,1,1.0,2.0,2,Yes,5.0,Microsoft,18,9.0,25.0,12.0,120,2.0,73.0,21.0,yes,200.0,Summer,sugar_milk,163.0,6,9
38,2023,4,steff27,12.15,UWI,3.0,N,300.0,4.0,tired,coffee,coffee,no,8,yes,1,2.0,2.0,2,Yes,5.0,Microsoft,20,1.0,7.0,19.0,100,3.0,23.0,13.0,No,250.0,Spring,black,180.0,6,2
39,2023,5,arist74,12.15,UWI,2.2,S,2300.0,2.0,drowsy,tea,other,yes,7,yes,1,12.0,3.0,3,Yes,4.5,Microsoft,20,7.0,10.0,12.0,80,3.0,40.0,8.0,yes,100.0,Fall,Other,167.0,5,7
40,2023,9,bren8,12.15,UWI,300.0,NE,81.0,5.0,awake,Water,water,yes,7,no,0,0.0,3.0,3,Yes,5.4,Microsoft,9,8.0,2.0,15.0,20,1.0,50.0,14.0,yes,150.0,Summer,Other,180.0,5,8
41,2023,5,rhrh12,12.15,UWI,3.0,N,225.0,6.5,drowsy,coffee,coffee,yes,9,yes,2,3.0,4.0,5,do_not_mind,5.5,Microsoft,19.5,7.0,6.0,16.0,110,4.0,14.0,9.0,yes,218.0,Summer,milk,168.5,9,6
42,2023,9,possa6,12.15,UWI,500.0,N,574.11,5.0,awake,tea,other,yes,8,no,0,1.0,6.0,6,do_not_mind,5.5,Microsoft,20,2.0,12.0,17.0,90,4.0,15.0,10.0,No,100.0,Summer,sugar_milk,172.0,8,7
43,2023,5,agiatriada,12.15,GESS,45.0,N,2396.0,0.0,tired,coffee,coffee,yes,6,yes,1,1.0,4.0,4,No,2.3,Both,4,6.0,10.0,12.0,33.3,0.0,25.0,3.0,yes,300.0,Summer,milk,160.0,1,7
44,2023,7,abels7,12.15,GESS,2.0,N,56.0,4.0,awake,Water,water,yes,6,yes,4,7.0,2.0,4,Yes,3.5,Apple,10,8.0,3.0,12.0,83,2.0,113.0,21.0,yes,250.0,Spring,black,168.0,10,9
45,2023,7,inder2,12.15,UWI,3.7,NW,475.0,3.0,energized,tea,other,no,9,yes,3,3.0,3.0,3,Yes,6.2,Both,21.3,7.0,11.0,16.0,130,5.0,16.0,9.0,yes,190.0,Spring,milk,179.0,3,7
46,2023,7,knig,12.15,UWI,1.0,W,60.0,3.0,awake,tea,other,yes,7,yes,1,4.0,3.0,3,No,7.0,Microsoft,18,8.0,10.0,12.0,75,5.0,10.0,10.0,yes,40.0,Spring,milk,179.0,9,10
47,2023,9,schwa137,12.15,UWI,1.0,E,300.0,2.0,awake,Coffee,coffee,yes,8,yes,1,6.0,3.0,3,do_not_mind,6.0,Apple,17,8.0,6.0,13.0,120,3.0,20.0,14.0,yes,400.0,Summer,milk,180.0,2,8
48,2023,6,gneise59,12.15,GESS,2.0,W,300.0,4.0,drowsy,coffee,coffee,yes,7,yes,2,0.0,3.0,4,Yes,6.0,Microsoft,21,5.0,3.0,16.5,13,2.0,98.0,20.0,yes,200.0,Summer,milk,180.0,3,7
49,2023,6,reitb284,12.15,UWI,100.0,NW,89.0,0.0,awake,water,water,yes,7,yes,3,1.0,2.0,2,No,3.0,Apple,17,4.0,5.0,17.0,11,2.0,,5.0,yes,200.0,Summer,Other,165.0,4,3
50,2023,6,tycho12,12.15,UWI,4.0,N,56.0,2.0,drowsy,tea,other,yes,7,yes,2,1.0,2.0,2,Yes,5.0,Microsoft,13,5.0,5.0,17.0,100,5.0,29.0,9.0,yes,200.0,Spring,Other,175.0,5,5
51,2023,7,raben2,12.15,UWI,0.0,SW,381.0,8.0,tired,water,water,yes,9,yes,1,2.0,1.0,2,do_not_mind,6.0,Apple,15,3.0,15.0,12.0,18,5.0,31.0,12.0,yes,200.0,Summer,milk,172.0,4,7
52,2023,4,grach37,12.15,UWI,0.4,SE,400.0,2.0,awake,tea,other,yes,8,yes,1,9.0,3.0,4,do_not_mind,4.0,Apple,21,,5.0,12.0,50,1.0,10.0,6.0,yes,170.0,Spring,sugar_milk,169.0,4,5
53,2023,8,fhre8,12.15,UWI,2.5,NW,203.0,4.0,drowsy,Juice,other,no,9,yes,1,3.0,3.0,3,Yes,4.0,Apple,17,6.0,7.0,17.0,58,1.0,43.0,5.0,yes,150.0,Summer,Other,172.0,6,6
54,2023,7,vonbo40,12.15,GESS,3.0,NW,245.0,1.0,awake,juice,other,yes,8,yes,2,1.0,1.0,1,do_not_mind,7.0,Microsoft,22.5,7.0,6.0,14.0,210,8.0,87.0,16.0,yes,150.0,Spring,Other,193.0,3,8
55,2023,7,nerim11,8.15,GESS,1.0,SE,3600.0,10.0,awake,milk,other,yes,7,yes,1,2.0,5.0,5,No,4.5,Microsoft,14,7.0,5.0,15.7,,2.0,50.0,5.0,yes,300.0,Winter,black,178.0,1,7
56,2023,7,linde6a,12.15,GESS,1.2,NE,135.0,5.0,awake,Coffee,coffee,yes,8,yes,1,1.0,4.0,4,No,6.0,Apple,18,8.0,15.0,11.9,80,2.0,24.0,15.0,yes,150.0,Spring,milk,170.0,4,7
57,2023,7,steen17,12.15,GESS,0.5,N,60.0,0.0,awake,tea,other,no,6,yes,2,3.0,3.0,4,do_not_mind,4.0,Microsoft,13,7.0,7.0,12.0,120,5.0,40.0,23.0,yes,120.0,Summer,milk,162.0,1,8
58,2023,5,ruege6,12.15,UWI,2.0,NE,146.0,2.0,drowsy,coffee,coffee,yes,8,no,0,2.0,2.0,2,do_not_mind,7.0,Apple,18,5.0,6.0,12.0,70,3.0,40.0,15.0,No,200.0,Spring,milk,170.0,5,4
59,2023,8,veilc9,12.15,UWI,2.5,SE,496.0,5.0,awake,Water,water,yes,8,yes,1,10.0,3.0,2,Yes,6.5,Microsoft,,7.0,6.0,8.0,150,7.0,5.0,18.0,yes,160.0,Spring,Other,178.0,8,8
60,2023,6,grund3,12.15,UWI,2.0,N,316.0,3.0,awake,juice,other,yes,6,yes,2,6.0,1.0,1,do_not_mind,6.5,Microsoft,19,7.0,4.0,15.0,135,4.0,35.0,12.0,yes,180.0,Spring,milk,175.0,8,6
61,2023,9,carls36,12.15,UWI,12.0,W,400.0,7.0,energized,tea,other,yes,8,yes,3,2.0,4.0,4,No,9.5,Microsoft,17,8.0,14.0,17.0,23,6.0,10.0,7.0,yes,150.0,Summer,Other,174.0,9,9
62,2023,5,rotek,12.15,GESS,3.0,NE,112.0,6.0,awake,coffee,coffee,yes,6,yes,2,40.0,2.0,2,do_not_mind,5.5,Microsoft,16.5,5.0,13.0,17.0,30,0.0,20.0,5.0,yes,150.0,Summer,milk,170.0,5,5
63,2023,6,weidm50,12.15,UWI,5.0,NE,574.11,10.0,drowsy,coffee,coffee,yes,10,yes,1,6.0,3.0,4,No,4.5,Microsoft,18,6.0,25.0,12.0,90,4.0,82.0,13.0,yes,200.0,Summer,milk,158.0,1,5
64,2023,8,raube7,12.15,GESS,2.0,SW,483.0,2.0,awake,Coffee,coffee,yes,6,yes,1,3.0,4.0,5,do_not_mind,5.5,Apple,16,9.0,8.0,13.5,60,2.0,60.0,6.0,yes,175.0,Spring,milk,165.0,2,7
65,2023,2,sophi5,12.15,UWI,2.5,N,450.0,4.0,awake,Coffee,coffee,no,9,yes,1,4.0,1.0,4,No,5.0,Microsoft,16,4.0,,16.0,60,1.0,30.0,17.0,yes,200.0,Summer,Other,174.0,5,3
66,2023,4,ander59,12.15,UWI,2.5,NW,430.0,7.0,awake,Tea,other,yes,7,yes,1,0.0,2.0,1,No,5.0,Microsoft,16,5.0,18.0,16.0,30,0.0,,17.0,yes,200.0,Spring,sugar_milk,166.0,10,3
67,2023,5,thoma13,12.15,GESS,0.5,NW,152.0,1.0,tired,Mate,other,no,7,yes,1,3.0,1.0,1,do_not_mind,5.5,Apple,19,5.0,7.0,15.0,160,6.0,24.0,15.0,yes,130.0,Summer,Other,155.0,4,5
68,2023,5,chatt4,12.15,UWI,1.0,E,448.0,7.0,tired,juice,other,yes,7,yes,1,3.0,2.0,3,do_not_mind,6.5,Apple,16,5.0,4.0,16.4,100,3.0,67.0,9.0,yes,150.0,Spring,milk,178.0,5,5
69,2023,8,dortm13,12.15,GESS,1.0,SW,415.0,8.0,awake,Coffee,coffee,yes,8,yes,1,2.0,3.0,3,do_not_mind,6.5,Apple,17,9.0,11.0,14.0,100,2.0,10.0,25.0,yes,150.0,Spring,milk,168.0,6,8
70,2023,6,walds15,12.15,UWI,1.0,N,440.0,2.0,tired,Water,water,yes,9,yes,2,1.0,3.0,3,Yes,5.0,Microsoft,17,5.0,10.0,15.0,60,1.0,43.0,6.0,yes,160.0,Spring,Other,165.0,6,5
71,2023,5,obere4,12.15,UWI,2.9,SE,850.0,2.0,awake,tea,other,yes,7,yes,2,0.0,2.0,3,do_not_mind,4.0,Microsoft,13,7.0,2.0,11.0,30,2.0,30.0,10.0,yes,300.0,Spring,milk,160.0,2,7
72,2023,6,ricke16,12.15,GESS,2.0,NW,790.0,2.0,energized,tea,other,yes,8,yes,1,17.0,4.0,10,No,6.0,Microsoft,21,10.0,10.0,17.0,8,4.0,22.0,7.0,yes,190.0,Summer,milk,200.0,7,7
73,2023,8,dassa16,12.15,UWI,2.0,N,62.0,6.0,awake,coffee,coffee,yes,7,no,0,1.0,3.0,3,Yes,6.0,Apple,17,8.0,9.0,14.0,200,,31.0,21.0,No,250.0,Spring,black,169.0,3,7
74,2023,6,fritz14,12.15,GESS,1.5,NW,500.0,2.0,awake,coffee,coffee,yes,9,yes,1,4.0,2.0,2,No,6.0,Microsoft,19,7.0,1014.0,14.0,20,5.0,50.0,12.0,yes,250.0,Spring,milk,171.0,6,8
75,2023,9,eitin120,12.15,GESS,0.5,W,320.0,3.5,energized,tea,other,yes,7,yes,1,2.0,1.0,1,No,6.0,Apple,20,10.0,10.0,14.0,150,5.0,19.0,13.0,yes,150.0,Summer,milk,171.0,5,9
76,2023,5,avalo301,12.15,GESS,2.2,N,473.2,0.0,drowsy,Coffee,coffee,no,6,yes,1,1.0,3.0,3,do_not_mind,6.0,Apple,13,5.0,7.0,16.9,87.4,3.0,166.0,22.0,yes,200.0,Summer,sugar_milk,173.0,6,5
77,2023,8,nicol15,12.15,GESS,1.0,NE,1800.0,5.0,awake,coffee,coffee,yes,8,yes,1,1.0,4.0,4,do_not_mind,4.6,Microsoft,17.5,7.0,12.0,16.5,75,4.0,34.0,16.0,yes,150.0,Spring,black,158.0,7,8
78,2023,4,garte6,12.15,UWI,2.4,NW,500.0,3.0,drowsy,coffee,coffee,yes,6,yes,1,5.0,6.0,6,do_not_mind,4.0,Apple,13,1.0,9.0,15.0,100,3.0,30.0,10.0,yes,300.0,Fall,milk,163.0,4,4
79,2023,8,sprin6,12.15,GESS,0.5,NE,6510.0,4.0,energized,tea,other,yes,8,yes,1,2.0,5.0,5,Yes,6.0,Microsoft,19.5,9.0,6.0,15.0,114,5.0,29.0,8.0,yes,150.0,Summer,milk,163.0,3,8
80,2023,8,amred,12.15,UWI,2.4,NW,214.0,1.5,awake,Coffee,coffee,yes,7,yes,2,5.0,3.0,3,No,3.5,Apple,18,7.0,4.0,15.4,96,4.0,10.0,5.0,yes,80.0,Summer,milk,170.0,10,8
81,2023,7,etzes9,12.15,GESS,0.4,SE,65.0,0.0,tired,Water,water,yes,9,yes,1,1.0,1.0,1,do_not_mind,6.0,Microsoft,20,7.0,6.0,15.5,180,4.0,100.0,9.0,No,190.0,Summer,Other,175.0,7,8
82,2023,8,berlin43,12.15,GESS,55.0,N,166.0,1.0,tired,Tea,other,yes,7,no,0,1.0,1.0,2,No,6.5,Microsoft,14,5.0,10.0,15.0,36,0.0,30.0,8.0,yes,200.0,Summer,Other,168.0,4,4
83,2023,7,curri23,12.15,UWI,2.5,SW,7354.0,4.0,awake,Chai,other,yes,7,yes,4,0.0,3.0,3,No,4.0,Microsoft,8,6.0,6.0,10.37,125,3.0,27.0,7.0,yes,125.0,Spring,sugar_milk,157.0,7,8
84,2023,8,rainw5,12.15,UWI,0.5,SW,340.0,2.0,awake,Iced_Coffee,coffee,yes,8,yes,1,2.0,2.0,2,do_not_mind,6.5,Microsoft,18,5.0,8.0,15.0,33,5.0,47.0,12.0,yes,140.0,Spring,milk,165.0,4,8
85,2023,7,witte12e,12.15,GESS,2.4,W,572.0,2.0,awake,Kurkuma_latte,other,yes,8,yes,1,0.0,3.0,3,No,7.0,Microsoft,19,9.0,8.0,16.0,115,5.0,128.0,15.0,yes,220.0,Summer,milk,169.5,6,8
86,2023,7,poeth59,12.15,GESS,1.0,S,420.0,1.0,tired,tea,other,yes,6,yes,2,1.0,1.0,2,do_not_mind,6.4,Microsoft,20,5.0,15.0,15.5,90,4.0,40.0,15.0,yes,150.0,Spring,black,176.0,8,6
87,2023,6,ostwi23,12.15,UWI,0.5,SW,250.0,4.0,awake,tea,other,yes,8,yes,2,6.0,6.0,8,Yes,6.0,Microsoft,23,8.0,10.0,16.0,90,3.0,38.0,12.0,yes,120.0,Spring,sugar_milk,172.0,8,8
88,2023,7,alted39,12.15,UWI,2.3,NW,361.0,1.0,tired,Coffee,coffee,no,6,yes,1,4.0,2.0,2,Yes,6.0,Apple,19,5.0,5.0,15.5,3220,2.0,20.0,10.0,yes,250.0,Summer,milk,167.0,5,6
89,2023,8,kiele44,12.15,UWI,1.0,N,150.0,2.0,awake,Coffee,coffee,yes,7,yes,1,10.0,3.0,5,do_not_mind,6.0,Apple,20,6.0,8.0,14.5,120,3.0,64.0,14.0,yes,30.0,Spring,milk,166.0,3,8
90,2023,7,knig18,12.15,UWI,2.2,NE,677.0,3.0,awake,tea,other,yes,9,yes,1,4.0,1.0,1,do_not_mind,6.0,Microsoft,10,8.0,6.0,15.4,60,3.0,42.0,6.0,yes,130.0,Fall,Other,171.0,7,8
91,2023,7,lortz2a,12.15,UWI,2.2,N,160.0,1.0,awake,Coffee,coffee,yes,8,no,0,0.0,1.0,2,Yes,6.0,Microsoft,17,7.0,19.0,15.0,13,4.0,46.0,9.0,No,80.0,Summer,milk,162.0,7,7
92,2023,9,lilie6,12.15,UWI,1.0,S,796.0,5.0,awake,Coffee,coffee,no,7,no,0,2.0,3.0,5,No,3.0,Apple,15,7.0,6.0,12.0,160,6.0,48.0,20.0,yes,350.0,Spring,milk,169.0,1,8
93,2023,6,silos302,12.15,UWI,60.0,N,9464.0,3.0,tired,matcha,other,yes,8,yes,3,5.0,5.0,5,do_not_mind,5.0,Apple,13,5.0,8.0,15.0,52,1.0,60.0,20.0,yes,250.0,Summer,milk,163.0,5,6
94,2023,7,steil111,12.15,UWI,0.8,W,65.0,2.0,tired,coffee,coffee,yes,8,yes,1,1.0,3.0,3,No,7.0,Apple,16,5.0,20.0,14.0,120,5.0,54.0,20.0,yes,160.0,Summer,milk,186.0,6,7
